hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults
City Hotel - Pune,1,66,2024,December,49,3,1,2,2
City Hotel - Indore,1,56,2024,September,38,22,1,2,2
City Hotel - Bhopal,1,98,2024,January,2,11,1,2,1
City Hotel - Mumbai,1,66,2024,October,41,13,1,2,2
City Hotel - Chandigarh,1,66,2024,March,12,21,1,2,2
City Hotel - Hyderabad,1,175,2024,November,47,20,1,2,2
City Hotel - Pune,1,243,2024,August,33,15,1,2,2
City Hotel - Kolkata,1,66,2024,May,18,3,1,2,2
City Hotel - Mumbai,1,56,2024,August,33,14,1,2,2
City Hotel - Mumbai,1,56,2024,March,13,29,1,2,2
City Hotel - Hyderabad,1,66,2024,August,33,15,1,2,2
City Hotel - Ahmedabad,1,55,2024,July,29,20,1,2,2
City Hotel - Mumbai,1,38,2024,July,30,24,1,2,2
City Hotel - Delhi,1,113,2024,July,28,11,2,2,2
City Hotel - Pune,1,166,2024,May,18,5,2,2,1
City Hotel - Ahmedabad,1,16,2024,April,14,3,2,2,3
City Hotel - Indore,1,163,2024,November,45,6,2,2,2
City Hotel - Bhopal,1,55,2024,September,37,11,2,2,2
City Hotel - Ahmedabad,1,16,2024,June,24,15,2,2,3
City Hotel - Bangalore,1,6,2024,January,4,22,2,3,1
City Hotel - Hyderabad,1,61,2024,June,25,19,2,5,1
City Hotel - Bangalore,1,52,2024,January,5,30,0,1,2
City Hotel - Bhopal,1,17,2024,July,27,3,0,1,2
City Hotel - Indore,1,127,2024,November,47,21,1,1,2
City Hotel - Kochi,1,127,2024,March,11,14,1,1,2
City Hotel - Bhopal,1,72,2024,March,11,15,1,1,2
City Hotel - Bangalore,1,127,2024,February,6,8,1,1,2
City Hotel - Mumbai,1,127,2024,November,48,26,1,1,2
City Hotel - Delhi,1,127,2024,February,7,16,1,1,2
City Hotel - Kochi,1,127,2024,February,8,25,1,1,2
City Hotel - Pune,1,26,2024,January,1,5,1,1,2
City Hotel - Kochi,1,41,2024,May,21,26,1,1,2
City Hotel - Bangalore,1,127,2024,March,12,18,1,1,2
City Hotel - Lucknow,1,144,2024,April,16,17,1,1,2
City Hotel - Jaipur,1,127,2024,April,14,7,1,1,2
City Hotel - Chennai,1,127,2024,December,52,27,1,1,2
City Hotel - Chandigarh,1,59,2024,March,13,26,1,1,2
City Hotel - Kolkata,1,127,2024,April,14,7,1,1,2
City Hotel - Hyderabad,1,127,2024,September,39,29,1,1,2
City Hotel - Kochi,1,127,2024,July,31,31,1,1,2
City Hotel - Bhopal,1,127,2024,June,24,13,1,1,2
City Hotel - Indore,1,127,2024,February,5,4,1,1,2
City Hotel - Chandigarh,1,45,2024,September,37,12,1,1,2
City Hotel - Indore,1,127,2024,August,32,9,1,1,2
City Hotel - Bangalore,1,41,2024,April,15,9,1,1,2
City Hotel - Chennai,1,127,2024,May,21,24,1,1,2
City Hotel - Lucknow,1,127,2024,September,38,18,1,1,2
City Hotel - Kolkata,1,127,2024,November,45,4,1,1,2
City Hotel - Mumbai,1,127,2024,March,13,31,1,1,2
City Hotel - Mumbai,1,12,2024,January,4,26,1,1,2
City Hotel - Ahmedabad,1,46,2024,October,40,5,2,1,2
City Hotel - Chandigarh,1,46,2024,September,39,26,2,1,1
City Hotel - Kolkata,1,15,2024,July,27,6,2,1,2
City Hotel - Bangalore,1,46,2024,June,23,5,2,1,2
City Hotel - Delhi,1,207,2024,January,4,28,2,1,2
City Hotel - Kochi,1,34,2024,December,51,19,2,1,2
City Hotel - Indore,1,72,2024,May,21,25,2,2,2
City Hotel - Hyderabad,1,9,2024,October,41,7,2,3,2
City Hotel - Chandigarh,1,43,2024,February,5,1,2,3,2
City Hotel - Kochi,1,70,2024,March,12,22,2,5,2
City Hotel - Kochi,1,57,2024,April,16,16,2,5,2
City Hotel - Kochi,1,182,2024,November,48,29,2,6,2
City Hotel - Bangalore,1,182,2024,December,49,7,2,6,2
City Hotel - Lucknow,1,182,2024,July,28,12,2,6,2
City Hotel - Bhopal,1,56,2024,April,15,12,1,0,1
City Hotel - Delhi,1,25,2024,April,17,23,1,0,2
City Hotel - Delhi,1,25,2024,June,25,17,1,0,1
City Hotel - Mumbai,1,25,2024,May,22,28,1,0,1
City Hotel - Bhopal,1,25,2024,July,30,26,1,0,2
City Hotel - Kolkata,1,25,2024,February,9,27,1,0,1
City Hotel - Ahmedabad,1,25,2024,December,49,5,1,0,2
City Hotel - Hyderabad,1,25,2024,February,8,19,1,0,1
City Hotel - Ahmedabad,1,12,2024,May,21,21,2,0,2
City Hotel - Pune,1,12,2024,February,6,11,2,0,2
City Hotel - Chennai,1,30,2024,December,49,5,2,1,2
City Hotel - Bangalore,1,98,2024,October,40,3,2,1,2
City Hotel - Goa,1,193,2024,August,34,25,2,1,2
City Hotel - Mumbai,1,154,2024,September,39,29,2,2,2
City Hotel - Jaipur,1,18,2024,February,6,10,2,2,2
City Hotel - Bhopal,1,37,2024,October,44,28,2,2,2
City Hotel - Lucknow,1,18,2024,February,9,26,2,2,2
City Hotel - Ahmedabad,1,37,2024,August,35,27,2,2,2
City Hotel - Chandigarh,1,9,2024,April,16,17,2,2,2
City Hotel - Goa,1,37,2024,May,18,1,2,2,2
City Hotel - Indore,1,37,2024,January,4,25,2,2,2
City Hotel - Kolkata,1,37,2024,December,52,25,2,2,2
City Hotel - Indore,1,9,2024,May,21,22,2,2,2
City Hotel - Goa,1,18,2024,February,7,14,2,2,1
City Hotel - Goa,1,37,2024,October,41,11,2,2,2
City Hotel - Pune,1,92,2024,March,11,11,2,3,2
City Hotel - Indore,1,53,2024,April,18,30,3,5,2
City Hotel - Indore,1,11,2024,August,34,24,1,0,2
City Hotel - Bangalore,1,11,2024,November,47,21,1,0,2
City Hotel - Lucknow,1,92,2024,February,5,1,1,1,2
City Hotel - Delhi,1,52,2024,May,19,12,1,1,1
City Hotel - Lucknow,1,52,2024,June,24,16,1,1,1
City Hotel - Pune,1,52,2024,December,51,18,1,1,1
City Hotel - Chennai,1,52,2024,September,38,17,1,1,1
City Hotel - Chennai,1,52,2024,January,1,3,1,1,1
City Hotel - Hyderabad,1,52,2024,October,42,16,1,1,1
City Hotel - Bhopal,1,52,2024,November,44,3,1,1,1
City Hotel - Goa,1,52,2024,August,31,4,1,1,1
City Hotel - Delhi,1,11,2024,February,6,5,1,1,2
City Hotel - Bangalore,1,11,2024,December,52,24,1,1,2
City Hotel - Pune,1,52,2024,June,23,3,1,1,1
City Hotel - Hyderabad,1,52,2024,December,52,25,1,1,1
City Hotel - Lucknow,1,52,2024,August,34,25,1,1,1
City Hotel - Delhi,1,52,2024,January,3,18,1,1,1
City Hotel - Delhi,1,52,2024,July,29,19,1,1,1
City Hotel - Kochi,1,52,2024,July,28,12,1,1,1
City Hotel - Delhi,1,52,2024,August,34,19,1,1,1
City Hotel - Chandigarh,1,52,2024,June,22,1,1,1,1
City Hotel - Chennai,1,52,2024,October,40,2,1,1,1
City Hotel - Ahmedabad,1,52,2024,October,42,20,1,1,1
City Hotel - Ahmedabad,1,52,2024,February,6,6,1,1,1
City Hotel - Bangalore,1,52,2024,September,36,3,1,1,1
City Hotel - Bhopal,1,52,2024,December,49,3,1,1,1
City Hotel - Kolkata,1,52,2024,June,23,5,1,1,1
City Hotel - Bhopal,1,52,2024,March,10,10,1,1,1
City Hotel - Ahmedabad,1,52,2024,September,36,2,1,1,1
City Hotel - Jaipur,1,52,2024,June,25,18,1,1,1
City Hotel - Kochi,1,52,2024,November,47,24,1,1,1
City Hotel - Goa,1,19,2024,April,16,20,1,1,2
City Hotel - Delhi,1,52,2024,March,11,12,1,1,1
City Hotel - Kolkata,1,52,2024,November,48,26,1,1,1
City Hotel - Kochi,1,52,2024,March,11,12,1,1,1
City Hotel - Kochi,1,52,2024,July,27,6,1,1,1
City Hotel - Ahmedabad,1,52,2024,May,19,8,1,1,1
City Hotel - Hyderabad,1,52,2024,January,3,18,1,1,1
City Hotel - Ahmedabad,1,52,2024,August,35,27,1,1,1
City Hotel - Indore,1,52,2024,May,18,3,1,1,1
City Hotel - Kochi,1,20,2024,May,22,29,1,1,1
City Hotel - Kochi,1,52,2024,March,10,4,1,1,1
City Hotel - Pune,1,11,2024,December,49,8,1,1,2
City Hotel - Delhi,1,52,2024,April,17,28,1,1,1
City Hotel - Chandigarh,1,52,2024,May,21,22,1,1,1
City Hotel - Chandigarh,1,52,2024,December,51,16,1,1,1
City Hotel - Bhopal,1,52,2024,October,41,8,1,1,1
City Hotel - Bhopal,1,52,2024,September,39,27,1,1,1
City Hotel - Delhi,1,52,2024,September,36,5,1,1,1
City Hotel - Ahmedabad,1,52,2024,July,28,13,1,1,1
City Hotel - Chennai,1,52,2024,January,1,3,1,1,1
City Hotel - Indore,1,105,2024,November,44,2,1,1,1
City Hotel - Ahmedabad,1,52,2024,February,7,16,1,1,1
City Hotel - Indore,1,52,2024,July,28,8,1,1,1
City Hotel - Kochi,1,52,2024,September,37,13,1,1,1
City Hotel - Mumbai,1,52,2024,July,28,9,1,1,1
City Hotel - Hyderabad,1,190,2024,January,3,17,1,2,2
City Hotel - Hyderabad,1,72,2024,April,15,12,1,2,2
City Hotel - Bhopal,1,13,2024,January,1,4,1,2,2
City Hotel - Chennai,1,33,2024,September,37,14,1,3,2
City Hotel - Kochi,1,34,2024,November,47,18,1,3,2
City Hotel - Delhi,1,47,2024,January,1,1,1,3,3
City Hotel - Kochi,1,37,2024,April,14,3,1,3,1
City Hotel - Jaipur,1,74,2024,April,16,17,1,3,2
City Hotel - Ahmedabad,1,28,2024,May,20,17,1,3,2
City Hotel - Ahmedabad,1,56,2024,July,27,4,1,3,2
City Hotel - Kochi,1,53,2024,March,12,24,1,4,2
City Hotel - Hyderabad,1,69,2024,September,37,12,1,4,2
City Hotel - Indore,1,35,2024,April,17,26,1,4,2
City Hotel - Kolkata,1,138,2024,June,25,19,1,4,2
City Hotel - Delhi,1,68,2024,June,23,4,1,5,3
City Hotel - Kochi,1,68,2024,July,31,30,1,5,3
City Hotel - Kochi,1,95,2024,May,22,30,2,5,2
City Hotel - Kolkata,1,21,2024,December,50,11,0,1,1
City Hotel - Kochi,1,1,2024,January,1,6,0,1,2
City Hotel - Kolkata,1,0,2024,February,7,13,0,1,2
City Hotel - Mumbai,1,12,2024,April,16,15,0,1,1
City Hotel - Mumbai,1,97,2024,January,2,11,0,2,2
City Hotel - Chandigarh,1,97,2024,November,46,16,0,2,2
City Hotel - Ahmedabad,1,97,2024,April,15,11,0,2,2
City Hotel - Bangalore,1,97,2024,August,34,22,0,2,2
City Hotel - Chennai,1,97,2024,February,6,7,0,2,2
City Hotel - Kolkata,1,97,2024,November,44,2,0,2,2
City Hotel - Pune,1,97,2024,December,52,23,0,2,2
City Hotel - Chandigarh,1,97,2024,April,14,2,0,2,2
City Hotel - Chennai,1,113,2024,May,19,10,0,2,2
City Hotel - Chandigarh,1,97,2024,July,27,2,0,2,2
City Hotel - Bhopal,1,146,2024,September,36,4,0,2,2
City Hotel - Chennai,1,53,2024,December,52,26,0,3,1
City Hotel - Bangalore,1,20,2024,April,15,11,0,3,1
City Hotel - Indore,1,28,2024,February,9,29,0,3,1
City Hotel - Lucknow,1,28,2024,January,1,4,0,3,1
City Hotel - Jaipur,1,53,2024,June,26,26,0,3,1
City Hotel - Mumbai,1,67,2024,March,12,23,0,3,2
City Hotel - Bangalore,1,53,2024,November,45,5,0,3,1
City Hotel - Hyderabad,1,28,2024,July,31,29,0,3,1
City Hotel - Indore,1,28,2024,April,14,3,0,3,1
City Hotel - Indore,1,53,2024,July,28,14,0,3,1
City Hotel - Chennai,1,28,2024,February,6,8,0,3,1
City Hotel - Chennai,1,96,2024,July,28,12,0,4,2
City Hotel - Hyderabad,1,259,2024,January,5,30,0,4,2
City Hotel - Goa,1,50,2024,October,44,31,0,4,2
City Hotel - Delhi,1,50,2024,June,23,3,0,4,2
City Hotel - Indore,1,28,2024,May,21,20,0,4,3
City Hotel - Chennai,1,20,2024,January,4,27,0,5,1
City Hotel - Chennai,1,130,2024,February,9,27,2,5,2
City Hotel - Jaipur,1,55,2024,August,34,20,0,1,1
City Hotel - Bhopal,1,27,2024,May,19,11,0,1,1
City Hotel - Pune,1,109,2024,July,30,27,0,1,2
City Hotel - Mumbai,1,37,2024,February,9,29,0,2,2
City Hotel - Kochi,1,37,2024,June,22,2,0,2,2
City Hotel - Bangalore,1,42,2024,August,34,19,0,2,2
City Hotel - Kochi,1,37,2024,August,35,26,0,2,2
City Hotel - Delhi,1,37,2024,December,51,16,0,2,2
City Hotel - Mumbai,1,37,2024,October,42,15,0,2,2
City Hotel - Delhi,1,37,2024,November,48,27,0,2,2
City Hotel - Pune,1,37,2024,December,52,29,0,2,2
City Hotel - Kolkata,1,37,2024,June,26,30,0,2,2
City Hotel - Indore,1,37,2024,December,49,7,0,2,2
City Hotel - Jaipur,1,37,2024,November,45,8,0,2,2
City Hotel - Chennai,1,37,2024,August,32,8,0,2,2
City Hotel - Lucknow,1,37,2024,February,9,26,0,2,2
City Hotel - Bhopal,1,37,2024,July,29,21,0,2,2
City Hotel - Lucknow,1,37,2024,June,23,4,0,2,2
City Hotel - Kolkata,1,54,2024,September,40,30,0,2,1
City Hotel - Bhopal,1,37,2024,December,52,25,0,2,2
City Hotel - Kolkata,1,6,2024,December,49,8,0,2,1
City Hotel - Chandigarh,1,37,2024,July,28,13,0,2,2
City Hotel - Chandigarh,1,37,2024,December,52,29,0,2,2
City Hotel - Hyderabad,1,64,2024,June,26,27,0,2,1
City Hotel - Pune,1,37,2024,October,41,7,0,2,2
City Hotel - Bangalore,1,37,2024,March,13,30,0,2,2
City Hotel - Pune,1,37,2024,March,13,31,0,2,2
City Hotel - Bangalore,1,37,2024,April,14,7,0,2,2
City Hotel - Mumbai,1,37,2024,December,51,21,0,2,2
City Hotel - Jaipur,1,6,2024,March,11,17,0,2,1
City Hotel - Jaipur,1,37,2024,January,5,29,0,2,2
City Hotel - Kolkata,1,37,2024,December,50,9,0,2,2
City Hotel - Kolkata,1,92,2024,March,13,27,0,3,2
City Hotel - Jaipur,1,92,2024,June,25,18,0,3,2
City Hotel - Kochi,1,92,2024,February,8,22,0,3,2
City Hotel - Kolkata,1,92,2024,June,26,29,0,3,2
City Hotel - Goa,1,29,2024,November,46,11,0,3,2
City Hotel - Hyderabad,1,92,2024,November,47,22,0,3,2
City Hotel - Hyderabad,1,92,2024,January,2,10,0,3,2
City Hotel - Chennai,1,92,2024,November,46,15,0,3,2
City Hotel - Ahmedabad,1,92,2024,February,7,13,0,3,2
City Hotel - Hyderabad,1,92,2024,December,49,5,0,3,2
City Hotel - Chandigarh,1,92,2024,August,33,17,0,3,2
City Hotel - Indore,1,92,2024,March,11,14,0,3,2
City Hotel - Delhi,1,92,2024,July,29,19,0,3,2
City Hotel - Jaipur,1,37,2024,October,42,18,0,2,2
City Hotel - Kolkata,1,37,2024,December,49,6,0,2,2
City Hotel - Indore,1,92,2024,November,47,21,0,3,2
City Hotel - Chennai,1,92,2024,November,46,14,0,3,2
City Hotel - Bhopal,1,92,2024,October,40,5,0,3,2
City Hotel - Indore,1,92,2024,February,8,25,0,3,2
City Hotel - Jaipur,1,92,2024,April,15,14,0,3,2
City Hotel - Mumbai,1,92,2024,March,13,25,0,3,2
City Hotel - Jaipur,1,92,2024,June,25,17,0,3,2
City Hotel - Kolkata,1,92,2024,December,49,4,0,3,2
City Hotel - Delhi,1,92,2024,November,48,28,0,3,2
City Hotel - Ahmedabad,1,92,2024,February,6,7,0,3,2
City Hotel - Indore,1,92,2024,February,7,14,0,3,2
City Hotel - Chennai,1,92,2024,December,49,4,0,3,2
City Hotel - Ahmedabad,1,92,2024,January,1,1,0,3,2
City Hotel - Chennai,1,92,2024,February,8,25,0,3,2
City Hotel - Pune,1,92,2024,September,36,6,0,3,2
City Hotel - Kochi,1,92,2024,June,26,25,0,3,2
City Hotel - Kochi,1,59,2024,January,1,3,0,3,2
City Hotel - Mumbai,1,92,2024,January,2,14,0,3,2
City Hotel - Pune,1,92,2024,November,45,5,0,3,2
City Hotel - Pune,1,130,2024,September,39,24,0,3,2
City Hotel - Kochi,1,92,2024,February,5,2,0,3,2
City Hotel - Kochi,1,92,2024,November,48,30,0,3,2
City Hotel - Kolkata,1,92,2024,April,15,8,0,3,2
City Hotel - Lucknow,1,92,2024,March,12,23,0,3,2
City Hotel - Indore,1,55,2024,February,8,24,0,3,2
City Hotel - Bhopal,1,92,2024,June,23,4,0,3,2
City Hotel - Mumbai,1,92,2024,February,6,11,0,3,2
City Hotel - Goa,1,92,2024,October,44,28,0,3,2
City Hotel - Chennai,1,92,2024,February,7,17,0,3,2
City Hotel - Hyderabad,1,59,2024,August,35,26,0,3,2
City Hotel - Indore,1,92,2024,July,27,5,0,3,2
City Hotel - Jaipur,1,92,2024,July,29,18,0,3,2
City Hotel - Jaipur,1,92,2024,July,31,30,0,3,2
City Hotel - Lucknow,1,92,2024,January,5,31,0,3,2
City Hotel - Bangalore,1,55,2024,December,52,28,0,3,2
City Hotel - Jaipur,1,92,2024,February,9,26,0,3,2
City Hotel - Goa,1,92,2024,January,4,27,0,3,2
City Hotel - Kolkata,1,92,2024,October,44,30,0,3,2
City Hotel - Ahmedabad,1,92,2024,July,28,12,0,3,2
City Hotel - Goa,1,92,2024,May,22,28,0,3,2
City Hotel - Indore,1,92,2024,August,31,4,0,3,2
City Hotel - Ahmedabad,1,92,2024,February,6,11,0,3,2
City Hotel - Pune,1,92,2024,October,41,13,0,3,2
City Hotel - Jaipur,1,92,2024,November,48,27,0,3,2
City Hotel - Kochi,1,92,2024,September,37,15,0,3,2
City Hotel - Hyderabad,1,92,2024,June,24,12,0,3,2
City Hotel - Chandigarh,1,92,2024,January,4,26,0,3,2
City Hotel - Hyderabad,1,55,2024,July,31,31,0,4,1
City Hotel - Chennai,1,44,2024,September,39,28,0,4,3
City Hotel - Bhopal,1,107,2024,January,5,31,2,4,2
City Hotel - Bhopal,1,302,2024,April,18,30,2,5,2
City Hotel - Ahmedabad,1,140,2024,January,1,2,2,5,2
City Hotel - Kolkata,1,307,2024,September,39,26,2,5,2
City Hotel - Delhi,1,22,2024,May,19,7,2,6,3
City Hotel - Chandigarh,1,64,2024,June,24,10,2,8,1
City Hotel - Chennai,1,615,2024,April,15,11,0,1,1
City Hotel - Mumbai,1,45,2024,August,31,2,0,1,2
City Hotel - Mumbai,1,615,2024,November,46,12,0,1,1
City Hotel - Mumbai,1,2,2024,March,12,24,0,1,1
City Hotel - Bangalore,1,615,2024,October,43,27,0,2,2
City Hotel - Ahmedabad,1,615,2024,July,27,3,0,2,2
City Hotel - Pune,1,615,2024,May,22,29,0,2,2
City Hotel - Indore,1,615,2024,January,5,31,0,2,2
City Hotel - Lucknow,1,615,2024,July,27,2,0,2,2
City Hotel - Delhi,1,615,2024,July,29,17,0,2,2
City Hotel - Lucknow,1,615,2024,March,12,21,0,2,2
City Hotel - Chennai,1,615,2024,November,47,23,0,2,2
City Hotel - Lucknow,1,615,2024,June,24,10,0,2,2
City Hotel - Jaipur,1,615,2024,September,36,4,0,2,2
City Hotel - Lucknow,1,615,2024,April,15,13,0,2,2
City Hotel - Bangalore,1,615,2024,December,49,3,0,2,2
City Hotel - Pune,1,615,2024,July,28,11,0,2,2
City Hotel - Jaipur,1,615,2024,August,33,15,0,2,2
City Hotel - Chandigarh,1,615,2024,March,10,5,0,2,2
City Hotel - Ahmedabad,1,25,2024,July,28,10,0,3,2
City Hotel - Jaipur,1,0,2024,February,9,27,0,3,0
City Hotel - Pune,1,176,2024,June,26,30,0,3,2
City Hotel - Goa,1,246,2024,February,7,13,0,3,3
City Hotel - Pune,1,3,2024,September,38,19,0,3,2
City Hotel - Hyderabad,1,121,2024,March,11,11,0,3,2
City Hotel - Hyderabad,1,3,2024,June,26,28,0,3,2
City Hotel - Bangalore,1,85,2024,October,40,1,0,3,3
City Hotel - Indore,1,246,2024,August,32,9,0,3,3
City Hotel - Mumbai,1,85,2024,April,14,3,0,3,3
City Hotel - Chandigarh,1,129,2024,February,7,15,0,3,2
City Hotel - Hyderabad,1,123,2024,May,18,1,0,3,2
City Hotel - Chennai,1,3,2024,July,29,16,0,3,2
City Hotel - Kochi,1,246,2024,December,51,20,0,3,3
City Hotel - Mumbai,1,197,2024,October,42,17,0,3,2
City Hotel - Chennai,1,205,2024,August,34,19,0,3,2
City Hotel - Chennai,1,27,2024,April,14,3,0,3,2
City Hotel - Bhopal,1,53,2024,December,49,7,0,3,2
City Hotel - Mumbai,1,77,2024,October,42,15,0,3,2
City Hotel - Bangalore,1,131,2024,October,41,10,0,3,2
City Hotel - Bhopal,1,96,2024,June,22,1,0,3,2
City Hotel - Bhopal,1,52,2024,April,14,3,0,3,2
City Hotel - Kochi,1,26,2024,June,23,5,0,3,3
City Hotel - Goa,1,86,2024,February,9,29,0,3,2
City Hotel - Kochi,1,129,2024,April,18,29,0,3,2
City Hotel - Indore,1,169,2024,August,31,2,1,3,2
City Hotel - Jaipur,1,187,2024,November,45,4,1,3,2
City Hotel - Chandigarh,1,72,2024,April,14,3,1,3,2
City Hotel - Delhi,1,143,2024,October,43,27,1,3,2
City Hotel - Ahmedabad,1,143,2024,July,30,28,1,3,2
City Hotel - Bhopal,1,262,2024,September,37,14,2,3,2
City Hotel - Pune,1,111,2024,April,15,11,2,3,2
City Hotel - Kochi,1,98,2024,October,41,7,2,3,2
City Hotel - Ahmedabad,1,262,2024,April,14,5,2,3,1
City Hotel - Lucknow,1,276,2024,November,46,14,2,5,2
City Hotel - Hyderabad,1,0,2024,December,51,18,0,1,2
City Hotel - Goa,1,72,2024,January,4,25,0,1,2
City Hotel - Bhopal,1,67,2024,May,20,13,0,1,2
City Hotel - Kochi,1,7,2024,August,33,18,0,2,2
City Hotel - Chennai,1,52,2024,February,5,2,0,2,2
City Hotel - Indore,1,114,2024,June,25,23,0,2,2
City Hotel - Hyderabad,1,122,2024,May,20,13,0,2,2
City Hotel - Bhopal,1,16,2024,May,21,21,0,2,2
City Hotel - Lucknow,1,129,2024,February,9,28,0,2,2
City Hotel - Ahmedabad,1,74,2024,September,37,15,0,2,2
City Hotel - Delhi,1,52,2024,March,11,12,0,2,3
City Hotel - Bhopal,1,74,2024,October,43,24,1,2,2
City Hotel - Goa,1,66,2024,November,44,3,1,2,2
City Hotel - Jaipur,1,60,2024,October,44,31,1,2,2
City Hotel - Pune,1,74,2024,December,51,19,1,2,2
City Hotel - Lucknow,1,50,2024,December,50,12,1,2,2
City Hotel - Chennai,1,16,2024,January,1,3,1,2,2
City Hotel - Lucknow,1,85,2024,September,36,7,1,2,2
City Hotel - Chandigarh,1,64,2024,October,40,3,1,2,3
City Hotel - Hyderabad,1,70,2024,June,25,17,1,2,2
City Hotel - Jaipur,1,50,2024,October,40,5,1,2,2
City Hotel - Bhopal,1,47,2024,January,4,27,1,2,2
City Hotel - Kolkata,1,73,2024,November,48,26,1,2,2
City Hotel - Chandigarh,1,175,2024,January,1,1,1,2,2
City Hotel - Chennai,1,66,2024,March,13,25,1,2,2
City Hotel - Bangalore,1,120,2024,August,31,1,1,2,2
City Hotel - Lucknow,1,74,2024,April,14,3,1,2,2
City Hotel - Jaipur,1,60,2024,August,33,13,1,2,3
City Hotel - Pune,1,200,2024,September,35,1,1,2,2
City Hotel - Delhi,1,238,2024,February,8,23,1,2,2
City Hotel - Goa,1,168,2024,March,13,31,1,2,2
City Hotel - Delhi,1,108,2024,December,48,1,2,2,3
City Hotel - Hyderabad,1,8,2024,October,44,31,2,2,2
City Hotel - Chandigarh,1,108,2024,May,19,8,2,2,2
City Hotel - Lucknow,1,98,2024,February,5,4,2,2,2
City Hotel - Bhopal,1,24,2024,March,12,19,2,2,2
City Hotel - Bhopal,1,55,2024,September,38,17,2,2,2
City Hotel - Jaipur,1,55,2024,May,21,21,2,2,2
City Hotel - Mumbai,1,69,2024,October,42,18,2,3,2
City Hotel - Bhopal,1,71,2024,November,45,6,2,3,2
City Hotel - Goa,1,69,2024,December,49,3,2,3,2
City Hotel - Lucknow,1,65,2024,April,14,4,2,3,2
City Hotel - Delhi,1,161,2024,October,40,2,2,6,2
City Hotel - Jaipur,1,160,2024,July,28,9,2,6,0
City Hotel - Bangalore,1,0,2024,March,9,2,0,1,2
City Hotel - Goa,1,93,2024,May,22,29,0,1,2
City Hotel - Bangalore,1,60,2024,March,13,30,0,1,2
City Hotel - Kolkata,1,61,2024,November,47,22,0,1,3
City Hotel - Hyderabad,1,9,2024,November,47,24,0,1,3
City Hotel - Chennai,1,110,2024,November,46,15,1,1,2
City Hotel - Jaipur,1,98,2024,February,8,25,1,1,2
City Hotel - Kolkata,1,55,2024,January,1,4,1,1,2
City Hotel - Bhopal,1,46,2024,February,8,19,1,1,2
City Hotel - Hyderabad,1,10,2024,December,50,11,1,1,3
City Hotel - Delhi,1,72,2024,November,44,2,1,1,2
City Hotel - Bhopal,1,101,2024,July,27,6,1,1,2
City Hotel - Lucknow,1,62,2024,December,51,18,2,1,3
City Hotel - Ahmedabad,1,64,2024,November,44,3,2,1,2
City Hotel - Ahmedabad,1,25,2024,December,49,7,2,2,2
City Hotel - Goa,1,97,2024,June,26,24,2,2,2
City Hotel - Indore,1,7,2024,August,32,9,2,2,2
City Hotel - Kolkata,1,59,2024,April,17,24,2,3,2
City Hotel - Lucknow,1,32,2024,June,26,27,2,5,2
City Hotel - Bhopal,1,19,2024,February,8,21,2,0,2
City Hotel - Kolkata,1,13,2024,May,20,16,2,0,1
City Hotel - Mumbai,1,13,2024,July,27,4,2,0,2
City Hotel - Chandigarh,1,19,2024,March,9,1,2,0,2
City Hotel - Lucknow,1,26,2024,June,25,21,2,0,1
City Hotel - Jaipur,1,68,2024,June,22,2,2,1,1
City Hotel - Pune,1,19,2024,September,38,21,2,2,1
City Hotel - Lucknow,1,231,2024,October,41,12,2,2,2
City Hotel - Kolkata,1,26,2024,August,31,4,2,2,2
City Hotel - Chennai,1,42,2024,September,38,18,2,2,3
City Hotel - Pune,1,114,2024,February,8,21,2,2,2
City Hotel - Ahmedabad,1,114,2024,May,21,25,2,2,2
City Hotel - Hyderabad,1,41,2024,September,36,2,2,2,2
City Hotel - Bangalore,1,71,2024,November,47,24,2,3,2
City Hotel - Delhi,1,31,2024,December,50,15,2,3,1
City Hotel - Bangalore,1,36,2024,April,16,16,2,4,2
City Hotel - Indore,1,9,2024,April,16,19,2,5,2
City Hotel - Kolkata,1,47,2024,January,4,23,1,2,2
City Hotel - Kochi,1,23,2024,January,4,23,1,2,2
City Hotel - Kochi,1,46,2024,January,1,2,1,2,3
City Hotel - Bangalore,1,30,2024,July,27,2,1,2,2
City Hotel - Jaipur,1,28,2024,October,43,26,1,2,2
City Hotel - Chandigarh,1,46,2024,September,37,11,1,2,3
City Hotel - Bangalore,1,46,2024,August,34,22,1,2,3
City Hotel - Mumbai,1,46,2024,December,50,13,1,2,3
City Hotel - Chennai,1,175,2024,August,35,26,1,3,2
City Hotel - Lucknow,1,1,2024,February,8,23,1,3,2
City Hotel - Mumbai,1,33,2024,January,3,18,1,3,2
City Hotel - Kochi,1,117,2024,February,9,27,1,3,2
City Hotel - Kolkata,1,25,2024,November,47,24,1,3,3
City Hotel - Mumbai,1,13,2024,April,14,5,1,3,2
City Hotel - Kolkata,1,19,2024,February,9,27,1,3,2
City Hotel - Chandigarh,1,8,2024,April,16,15,1,3,2
City Hotel - Pune,1,50,2024,June,24,13,1,3,2
City Hotel - Mumbai,1,45,2024,December,49,5,1,3,1
City Hotel - Mumbai,1,22,2024,July,30,28,1,3,2
City Hotel - Lucknow,1,29,2024,January,3,21,1,3,2
